name,brand,sku,category_hierarchy,url,price,unit_pack_size,availability,description,specifications,image_urls,alternative_products
Solventum™ Filtek™ Easy Match Flowable Restorative,Safco Dental,BGQFF,Composite Filling - Flowable,https://www.safcodental.com/product/solventum-filtek-easy-match-flowable,$94.29,,In Stock,"Three shades, intuitive shade selection and virtually no bubbles. Solventum™ Filtek™ Easy Match Flowable Restorative is a three-shade system that simplifies anterior and posterior restorations. Its naturally-adaptive opacity provides enamel-like translucency where you need it and dentin-like opacity everywhere else, without the need for a blocker. Use on its own or pair with 3M™ Filtek™ Easy Match Universal Restorative. The Bright, Natural and Warm shades provide an excellent shade match to most patients’ smiles.
Simple and intuitive shade selection for anterior and posterior restorations.Just three shades match 3M™ Filtek™ Easy Match Universal Restorative — and provide an excellent shade match to the classical VITA shade guide.Naturally-adaptive opacity provides enamel-like translucency on the bevel and incisal edge, and dentin-like opacity everywhere else — without needing a blocker.Virtually no bubbles or material run-on.Made with Filtek’s TRUE nanotechnology for excellent polish retention and wear resistance.Offers excellent adaptation for a range of indications and techniques.Simplified and streamlined inventory; reduces waste for infrequently used shades.Easy-to-bend cannula for precise placement.Ergonomic plunger design is easy to hold and dispense.Can be warmed up to 70°C/158°F for up to one hour and up to 25 times with the Solventum™ Filtek™ Composite Warmer.",{},"https://www.safcodental.com/media/catalog/product/b/g/bgqff.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Tetric EvoFlow&reg; Bulk Fill,Safco Dental,BGQTS,Composite Filling - Flowable,https://www.safcodental.com/product/tetric-evoflow-reg-bulk-fill,$24.49,,In Stock,"Bulk fill version of Tetric EvoFlow. Can be placed in 4mm increments and cured in just 10 seconds. Self-adapts to the prep to eliminate gaps and provides a level base for the subsequent sculptable composite layer.&nbsp;
Available in 3 shades:

IVA &ndash; between A2 and A3
IVB &ndash; between B1 and B2
IVW &ndash; whitish; e.g. deciduous teeth

The manufacturer has notified Safco as of December 1, Tetric EvoFlow Bulk Fill has transitioned to&nbsp;Tetric PowerFlow.",{},"https://www.safcodental.com/media/catalog/product/b/g/bgqts.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Vertise Flow,Safco Dental,BGQWA,Composite Filling - Flowable,https://www.safcodental.com/product/vertise-trade-flow,$98.49,,In Stock,"Self-adhering, light-cured, resin-based flowable composite restorative. Greatly simplifies the direct placement procedure by incorporating the bonding agent into the composite material. Creates both a chemical bond and a micromechanical inter-penetrating network between polymerized monomers and collagen fibers, including the smear layer of dentin. Acid-resistant zone between the composite and dentin ensures a long-lasting bond.Refrigeration required; this product is stored under refrigeration at Safco.",{},"https://www.safcodental.com/media/catalog/product/b/g/bgqwa.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Venus Diamond Flow,Safco Dental,BGQVV,Composite Filling - Flowable,https://www.safcodental.com/product/venus-sup-reg-sup-diamond-flow,$51.49,,In Stock,"Light-cured, nano-technology flowable composite that offers high radiopacity, low shrinkage and high flexural strength. Use as a base/liner, pit and fissure sealant, for Class V restoration, and minimally invasive Class I, II and III restorations.
Pure shades cover up to 90% of anterior and posterior restorations, simplifying restorations and saving chair time.",{},"https://www.safcodental.com/media/catalog/product/b/g/bgqvv.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
StartFlow,Safco Dental,BGQSD,Composite Filling - Flowable,https://www.safcodental.com/product/startflow-trade,$107.49,,In Stock,Light-cured micro-hybrid flowable resin. Sub-micron particle size for superior polishability. Radiopaque and fluoride releasing. Natural fluorescence.,{},"https://www.safcodental.com/media/catalog/product/b/g/bgqsd.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
TPH Spectra ST Flow,Safco Dental,BGQVB,Composite Filling - Flowable,https://www.safcodental.com/product/tph-spectra-reg-st-flow,$32.49,,In Stock,"Flowable composite with SphereTEC filler technology brings enhanced simplicity and versatility to traditional flowable indications.

Excellent chameleon blending ability enables 5 shades to cover the full VITA range.
Flow on-demand handling provides optimum versatility.
High strength, polish, and stain resistance.
",{},"https://www.safcodental.com/media/catalog/product/b/g/bgqvb.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Venus Flow,Safco Dental,BGQVW,Composite Filling - Flowable,https://www.safcodental.com/product/venus-reg-flow,$60.49,,In Stock,"Flowable, light-cured, hybrid composite containing 62% filler by weight. It is indicated for use as a base/liner, pit and fissure sealant, for Class V restoration, and minimally invasive Class I, II, and III restorations.",{},"https://www.safcodental.com/media/catalog/product/b/g/bgqvw.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Tetric PowerFlow,Safco Dental,BGQTT,Composite Filling - Flowable,https://www.safcodental.com/product/tetric-reg-powerflow,$56.49,,In Stock,"Tetric&reg; PowerFlow is a nano hybrid, flowable, posterior 4-mm composite with all the benefits of Ivocerin.
When used with Bluephase&reg; PowerCure curing light, and Adhese Universal&reg; adhesive, Tetric&reg; PowerFill sculptable universal and Tetric&reg; PowerFlow composite will cure in just 3 seconds. When used with any other curing light with an intensity of 1000mW/cm2, curing time is 10 seconds.",{},"https://www.safcodental.com/media/catalog/product/b/g/bgqtt.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Wave,Safco Dental,BGQXA,Composite Filling - Flowable,https://www.safcodental.com/product/wave,$16.99,,In Stock,"A light-cured, flowable composite appropriate for both Class III and V, and small Class I and II lesions. The low viscosity formula allows adaptation onto all surfaces and can be placed intraorally directly from the syringe through a disposable applicator tip. Improved radiopacity and fluoride releasing.",{},"https://www.safcodental.com/media/catalog/product/b/g/bgqxa.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Tetric EvoFlow,Safco Dental,BGQTR,Composite Filling - Flowable,https://www.safcodental.com/product/tetric-evoflow-reg,$24.49,,In Stock,"A light-cured, nano-optimized flowable composite that provides higher radiopacity, lower shrinkage and lower wear. Perfect for use as a liner or initial layer under all composite materials. Also suitable for preventive resin restorations and the adhesive cementation technique. New ergonomic syringe and new Cavifil design feature extra-thin tips for precision application.",{},"https://www.safcodental.com/media/catalog/product/b/g/bgqtr.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
TPH Spectra ST,Safco Dental,BGEYH,Composite Fillings - Universal,https://www.safcodental.com/product/tph-spectra-reg-st,$47.99,,In Stock,"Universal composite restorative material indicated for anterior and posterior restorations of all cavity classes. It offers excellent physical properties, brilliant polish and clinical longevity.The new formula combines the proven and trusted performance of TPH Spectra resin with innovative SphereTEC&trade; (ST) filler technology. This technology has further optimized handling that is non-sticky with improved sculptability and slump resistance. It has a simplified shading system covering the full VITA range with just five shades, and enhanced durability and speed of polish, all while maintaining excellent stain resistance.Available in 2 viscosities:LV (Low Viscosity) &ndash; creamy, spreadable consistencyHV (High Viscosity) &ndash; firmer and more packable.
With TPH Spectra ST, you only need 5 shades to cover the entire 16-shade VITA&reg;&nbsp;range:



&nbsp;TPH Spectra ST shade
VITA shade coverage


A1
A1, B1, C1


A2
A2, B2, D2


A3
A3, C2, D3, D4


A3.5
A3.5, B3, B4, C3


A4
A4, C4


",{},"https://www.safcodental.com/media/catalog/product/b/g/bgeyh.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Tetric EvoCeram Aligner,Safco Dental,BGEXH,Composite Fillings - Universal,https://www.safcodental.com/product/tetric-evoceram-aligner,$87.49,,In Stock,"High quality, sculptable fluorescent composite for use with clear aligners.
&bull; Optimized fluorescence for higher visibility of attachments. &bull; Supports the exact initial placement and easy removal of attachments.&bull; Pronounced chameleon effect ensures a natural shade blend.&bull; Stable and abrasion resistant.&bull; Can be used for all orthodontic clear aligner therapy and for the fixation of lingual retainers.",{},"https://www.safcodental.com/media/catalog/product/b/g/bgexh.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Synergy Nano Formula,Safco Dental,BGEVH,Composite Fillings - Universal,https://www.safcodental.com/product/synergy-reg-nano-formula,$125.49,,In Stock,Refractive resin matrix creates a restoration that blends into the surrounding tooth structure. Each Duo shade covers 2 Vita shades providing easier shade selection.,{},"https://www.safcodental.com/media/catalog/product/b/g/bgevh.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Venus Diamond One,Safco Dental,BGEYS,Composite Fillings - Universal,https://www.safcodental.com/product/venus-sup-reg-sup-diamond-one,$122.99,,In Stock,"Single-shaded composite that blends seamlessly into the surrounding dentition, independent of the tooth shade, enabling restorations to simply disappear. The shade of the restoration is determined by the absorption of the ""light waves"" that are reflected by the surrounding tooth shade. For use in both anterior and posterior restorations.
&bull; Firm, low-stick consistency.&bull; Offers non-slump qualities for easy carving and sculpting.&bull; Long-lasting due to the unique TCD-matrix for chip and fracture resistance.&bull; Entirely free of BIS-GMA and BPA related monomers.",{},"https://www.safcodental.com/media/catalog/product/b/g/bgeys.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
TPH Spectra ST Effects,Safco Dental,BGEYK,Composite Fillings - Universal,https://www.safcodental.com/product/tph-spectra-reg-st-effects,$126.49,,In Stock,Works with the 5 universal shades of TPH Spectra ST in a simplified layering approach to achieve reliable high-end results in esthetically demanding anterior composite cases.,{},"https://www.safcodental.com/media/catalog/product/b/g/bgeyk.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
ZNano,Safco Dental,BGEZS,Composite Fillings - Universal,https://www.safcodental.com/product/znano-trade,$69.49,,In Stock,"Universal nanocomposite that simplifies the color-matching process.

5 adaptive shades that blend easily to a patient&rsquo;s existing tooth color.
Life-like fluorescence and high polishability.
Superior physical properties and stain resistance.
Non-stick handling.
",{},"https://www.safcodental.com/media/catalog/product/b/g/bgezs.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Venus Pearl One,Safco Dental,BGEYU,Composite Fillings - Universal,https://www.safcodental.com/product/venus-reg-pearl-one,$121.49,,In Stock,"Single-shaded composite that blends seamlessly into the surrounding dentition, independent of the tooth shade, enabling restorations to simply disappear. The shade of the restoration is determined by the absorption of the ""light waves"" that are reflected by the surrounding tooth shade. For use in both anterior and posterior restorations.

Creamy, low-stick consistency.
Offers non-slumping qualities for easy carving and sculpting.
Long-lasting due to the unique TCD-matrix for chip and fracture resistance.
Entirely free of BIS-GMA and BPA related monomers.
",{},"https://www.safcodental.com/media/catalog/product/b/g/bgeyu.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
3S PowerCure System,Safco Dental,BGEXZ,Composite Fillings - Universal,https://www.safcodental.com/product/3s-powercure-trade-system,$47.99,,In Stock,"Comprised of four coordinated products designed to work together for maximum efficiency and positive outcomes:

Bluephase&reg; PowerCure curing light.
Tetric&reg; PowerFill sculptable universal composite.
Tetric&reg; PowerFlow flowable composite.
Adhese Universal&reg; adhesive.

When used together, the composites and adhesive will cure in just 3 seconds. When used with any other curing light with an intensity of 1000mW/cm2, curing time is 10 seconds.",{},"https://www.safcodental.com/media/catalog/product/b/g/bgexz.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Tetric EvoCeram,Safco Dental,BGEXG,Composite Fillings - Universal,https://www.safcodental.com/product/tetric-evoceram-reg,$85.49,,In Stock,"Nano-optimized composite restorative. The unique combination of nano technologies in Tetric EvoCeram enables you to easily create natural-looking, single shade restorations:


Nano-fillers provide smoother surfaces for faster and easier high-gloss polishability, lower wear for long-lasting restorations, low shrinkage (&lt;1.6% for better marginal integrity), and a high level of radiopacity for easy x-ray detection.
Nano-modifiers layered within the resin matrix create more efficient handling properties and a more sculptable, non-slump, non-sticky consistency.
Nano-sized color pigments are finely distributed within the resin matrix, intensifying color nuances.


Plus, a new additive makes Tetric EvoCeram even less sensitive to ambient light and more reactive to curing lights. You get more time to model and sculpt, then a fast 10 second curing time at 1000mW/cm2.",{},"https://www.safcodental.com/media/catalog/product/b/g/bgexg.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Synergy D6,Safco Dental,BGEVG,Composite Fillings - Universal,https://www.safcodental.com/product/synergy-reg-d6,$16.99,,In Stock,"Nano-filled hybrid resin restorative material. Six dentin shades were created by grouping Vita shades with similar hue, chroma and value; these shades are then refined to enhance chroma and translucency, resulting in a simplified shade selection. Additional features include low shrinkage values and optimized abrasive resistance.",{},"https://www.safcodental.com/media/catalog/product/b/g/bgevg.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Venus Pearl,Safco Dental,BGEYT,Composite Fillings - Universal,https://www.safcodental.com/product/venus-pearl,$70.99,,In Stock,"Universal nano-hybrid composite indicated for all classes of anterior and&nbsp;posterior restorations, direct composite veneers, core build-up or&nbsp;porcelain repairs.
The innovative formula, based on the urethane monomer chemistry of Venus Diamond,&nbsp;possesses superior physical properties such as low shrinkage stress and high flexural strength.&nbsp;The creamy consistency allows for easy and convenient handling, excellent sculptability, and&nbsp;superb polishability. The wide range of shades provides excellent color adaptation through a&nbsp;single or multiple layer technique for beautiful, long-lasting, esthetic results.
Pure shades match anterior and posterior restorations effortlessly while simplifying the workflow.
&nbsp;",{},"https://www.safcodental.com/media/catalog/product/b/g/bgeyt.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Tetric PowerFill,Safco Dental,BGEYA,Composite Fillings - Universal,https://www.safcodental.com/product/tetric-reg-nbsp-powerfill,$84.49,,In Stock,"Tetric&reg; PowerFill is a sculptable, nano hybrid posterior 4mm composite, with an upgraded chemistry and a new chain-transfer agent, Ivocerin, which enables esthetic increments that feature an enamel and dentin like translucency and a reliable depth of cure with faster polymerization.
When used with Bluephase&reg; PowerCure curing light, and Adhese Universal&reg; adhesive, Tetric PowerFill sculptable universal and Tetric PowerFlow composite will cure in just 3 seconds. When used with any other curing light with an intensity of 1000mW/cm2, curing time is 10 seconds.",{},"https://www.safcodental.com/media/catalog/product/b/g/bgeya.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Venus Diamond,Safco Dental,BGEYR,Composite Fillings - Universal,https://www.safcodental.com/product/venus-diamond,$77.99,,In Stock,"Nano-hybrid composite with a patented matrix structure combines extremely high durability with minimal shrinkage for use in all Class I &ndash; V restorations.Just one layer provides exceptional results for simple restorations. Multiple layers allow you to duplicate natural tooth anatomy. Extended working time, even under operating lights, for more efficient sculpting.
Pure shades match anterior and posterior restorations effortlessly while simplifying the workflow.",{},"https://www.safcodental.com/media/catalog/product/b/g/bgeyr.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Surefil One&trade;,Safco Dental,BGEUQ,Composite Fillings - Universal,https://www.safcodental.com/product/surefil-one-trade,$138.99,,In Stock,"Dentsply has halted production of Surefil One. We do not have an estimate of when it will be available.Bulk fill hybrid composite combines the durability and esthetics of resin with the fluoride-releasing protection of a glass ionomer.

&nbsp;&nbsp; Self-adhesive: no etching, bonding or conditioning needed.
&nbsp;&nbsp; Dual-cure initiators allow filling to any depth without layering.
&nbsp;&nbsp; Clinical testing shows less than 1% incidence of post-operative sensitivity.
&nbsp;&nbsp; Convincing esthetics &ndash; five esthetic shades available.
&nbsp;&nbsp; Fluoride releasing for added security.

These powder-liquid capsules require trituration for mixing and a capsule extruder for dispensing.",{},"https://www.safcodental.com/media/catalog/product/b/g/bgeuq.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Tetric Prime,Safco Dental,BGEXP,Composite Fillings - Universal,https://www.safcodental.com/product/tetric-sup-reg-sup-prime,$83.49,,In Stock,"Sculptable universal composite for anterior and posterior restorations. Smooth, creamy handling for flawless adaptation and contouring. Twelve streamlined shades with outstanding chameleon effect to maximize esthethics. High radiopacity and extended working time to allow the dentist easy diagnosis and adequate time to place.",{},"https://www.safcodental.com/media/catalog/product/b/g/bgexp.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Wizard Matrix Wedges,Safco Dental,FZUGA,Matrix materials,https://www.safcodental.com/product/wizard-matrix-wedges,$54.99,,In Stock,"Achieve accurate, stable restorations with Wizard Wedges, designed to improve access and secure matrix systems during critical dental procedures. Crafted from high-quality birchwood, these wedges provide effective tooth separation and support faster, natural tooth repositioning after removal.",{},"https://www.safcodental.com/media/catalog/product/f/z/fzuga-8970010.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Composi-Tight&reg; 3D Fusion Wedge&trade;,Safco Dental,FZUAA,Matrix materials,https://www.safcodental.com/product/composi-tight-sup-reg-sup-3d-fusion-wedge-trade,$38.99,,In Stock,"3D Fusion Wedges fuse two materials together to produce the perfect combination of adaptability and retention.

Soft-Face technology, where a soft, rubberized material is fused to the firm plastic core, allows the wedge to gently mold itself to root irregularities for an optimal seal.
Soft retentive fins along the gingival edges fold in smoothly during wedge insertion and spring back when clear of the interproximal space&nbsp;&ndash; firmly locking 3D Fusion in place.
Most predictable restorations, regardless of your preferred matrix system
",{},"https://www.safcodental.com/media/catalog/product/f/z/fzuaa.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Supermat&reg; Matrix System,Safco Dental,FZPPH,Matrix materials,https://www.safcodental.com/product/supermat-reg-matrix-system,$67.99,,In Stock,"Retainerless matrix system designed for use in large posterior restorations. The SuperMat system includes ringed SuperCap matrices in clear plastic and stainless steel, along with a SuperLock tensioning instrument securing a perfect interproximal contact. After tightening, the tensioning instrument is removed from the mouth for ease in filling several teeth in the same quadrant.",{},"https://www.safcodental.com/media/catalog/product/f/z/fzpph.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
WedgeWands&reg;,Safco Dental,FZUCA,Matrix materials,https://www.safcodental.com/product/wedgewands-reg,$173.99,,In Stock,"Garrison has taken another step forward in improving the ease to achieve tight, natural contacts. The anatomical, adaptable WedgeWands&reg; were created from a ""wish list"" of performance features collected from dentists.
WedgeWands&reg; are a simple, straight-forward solution to the difficult task of achieving proper seal and separation during dental procedures.

The wand applicator provides the simplest placement technique ever
The most anatomical shape available
Patient-friendly features to reduce trauma to the papilla
",{},"https://www.safcodental.com/media/catalog/product/f/z/fzuca.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Wizard Matrix Wedges Anatomical,Safco Dental,FZUKA,Matrix materials,https://www.safcodental.com/product/wizard-matrix-wedges-anatomical,$54.99,,In Stock,"Waterpik Anatomical Wizard Wedges are designed to provide a secure fit and optimal tooth separation during restorative procedures. Their anatomical shape adapts naturally to tooth contours, helping ensure tight interproximal contact and reduced overhangs. Made for easy placement and stability, these wedges support accurate matrix band positioning and improved clinical outcomes.",{},"https://www.safcodental.com/media/catalog/product/f/z/fzuka-8970033.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Barmans Wooden Wedges,Safco Dental,FZUAC,Matrix materials,https://www.safcodental.com/product/barmans-wooden-wedges,$38.49,,In Stock,"Barman&rsquo;s Wooden Wedges achieve better and safer procedures thanks to its anatomical shape. The role of the wedge is to attach the matrices to their correct position and to achieve a better separation from the adjacent tooth. The wedge is progressively thicker from the pointed end making the wedge fit most spaces. Made of soft and pliable birch wood.
The Barman&rsquo;s Easy Grip Wedges special design provides firm holding and easy, safe insertion. The rounded base of the tip provides smooth inserting between teeth.&nbsp; The shaped sides conform to interdental space to provide optimal and uniformed lateral pressure on the matrix band.&nbsp;&nbsp;",{},"https://www.safcodental.com/media/catalog/product/f/z/fzuac.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
SafeMatrix&reg; Clear Contour,Safco Dental,FZPOL,Matrix materials,https://www.safcodental.com/product/safematrix-sup-reg-sup-clear-contour,$87.49,,In Stock,"Pre-assembled, easy-to-use, contoured disposable matrix bands with a clear Mylar band.
Added benefit of Mylar band:

Facilitates curing light penetration.
Increased visibility of composite.
Simplifies approximal and interdental filling reconstruction.
",{},"https://www.safcodental.com/media/catalog/product/f/z/fzpol.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Rainbow Wedges&trade;,Safco Dental,FZUBP,Matrix materials,https://www.safcodental.com/product/rainbow-wedges-sup-trade-sup,$12.99,,In Stock,"Anatomically contoured, strong wooden wedges that come in in four color coded sizes. Designed to&nbsp;avoid laceration of gingival tissue.",{},"https://www.safcodental.com/media/catalog/product/f/z/fzubp.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
A+ Wedge&trade;,Safco Dental,FZUAB,Matrix materials,https://www.safcodental.com/product/a-wedge-trade,$71.99,,In Stock,"The A+ Wedge controls gingival bleeding making restorations cleaner and quicker. In addition to adapting naturally to the contours of the teeth and mimicking interproximal anatomy, the wedges are coated with aluminum sulfate that has an astringent effect on the gingiva. The wedges are designed to prevent back-out and are long enough to allow for proper matrix ring placement.

Controls gingival bleeding.
Improves clarity of restoration area.
Eliminates need to apply an astringent separately.
",{},"https://www.safcodental.com/media/catalog/product/f/z/fzuab.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Strata-G&trade;,Safco Dental,FZPOQ,Matrix materials,https://www.safcodental.com/product/strata-g-trade,$39.99,,In Stock,"The Strata-G system offers adaptability and consistency during restorations. They are built to handle wide preps, deeper margins, and primary teeth with less flash and finishing time.

Nitinol drawn-wire nickel titanium aligned for superior performance.
Easy to open.
Marginal ridge enhancements.
Combines with Strata-G rings, band, and wedges for a 270&deg; seal.
The rings won&rsquo;t spring off the tooth.
Wide Preparation rings make difficult wide preps easier.
The inverted V shape sits lower and seals deeper interproximally.
Flexible side walls and Soft-Face TPE over-mold work together so Strata-G Wedges can adapt to concavities and irregularities.
",{},"https://www.safcodental.com/media/catalog/product/f/z/fzpoq.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
VeneerNow&trade; Injectable Matrix System,Safco Dental,FZPVN,Matrix materials,https://www.safcodental.com/product/veneernow-sup-trade-sup-injectable-matrix-system,$34.49,,In Stock,"The ideal solution for creating chair-side attractive, natural-looking veneers and anterior restorations. Designed for ease of use, it enables composite injection with minimal clean-up, streamlining your workflow and ensuring fast, predictable results.
Features:

Anatomical design: Replicates natural tooth shape for superior results.
Side wings: Enhance stability &amp; minimizes interproximal clean-up.
Closed system matrix: Provides a void-free smooth composite layer.
Natural cervical line: For a precise anatomical emergence profile.
Versatile: Use with flowable or packable composite.
",{},"https://www.safcodental.com/media/catalog/product/v/e/veneernow-injectable-matrix-system.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
G-Wedge&trade;,Safco Dental,FZUBA,Matrix materials,https://www.safcodental.com/product/g-wedge-trade,$55.99,,In Stock,"If you prefer traditional wedge placement with either a hemostat or cotton pliers, G-Wedge&trade; gives you the same basic wedge shape as the Wedge Wands&reg; without the applicator wand.

Secure gripping block for positive control
Improved safety tip to prevent digging into the papilla
The most anatomical shape available
Patient-friendly features to reduce trauma to the papilla
",{},"https://www.safcodental.com/media/catalog/product/f/z/fzuba.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
SafeMatrix&trade;,Safco Dental,FZPOO,Matrix materials,https://www.safcodental.com/product/safematrix-trade,$70.49,,In Stock,"Pre-assembled, easy-to-use, single-use bands create a smooth external surface against which restorative material can be packed.

Push-button diverter creates band angulation to ensure tight interproximal contact.
Narrow neck and rounded edges provide easy access and visibility.
Can be used with all restorative materials as well as with wedges and rubber dam.
",{},"https://www.safcodental.com/media/catalog/product/f/z/fzpoo.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Sycamore Wedges,Safco Dental,FZUBC,Matrix materials,https://www.safcodental.com/product/sycamore-wedges,$21.99,,In Stock,"Anatomically carved wooden wedges. Rounded tip easily passes over gingiva; concave side conforms matrix band to the anatomy of the tooth.

&nbsp;
Notes on wedge sizes:

Sizes are listed in ascending order (Mini is the smallest and 17 is the largest).
The wedge number designates length in millimeters (13 = 13mm).

",{},"https://www.safcodental.com/media/catalog/product/f/z/fzubc.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Directa Dental FenderWedge&reg;,Safco Dental,FZUAY,Matrix materials,https://www.safcodental.com/product/directa-dental-fenderwedge-sup-reg-sup,$61.99,,In Stock,"Bur damage to adjacent teeth is a common problem in everyday dental practice. Research shows that 70% of adjacent teeth suffer damage during class II preparations.* FenderWedge prevents damage to the adjacent tooth and gingiva that commonly occurs during Class II preparations. FenderWedge is a combination of a steel plate and a plastic wedge&nbsp;that facilitates easy application of a matrix. To avoid aspiration it is recommended to secure FenderWedge with a waxed dental floss.&nbsp;

Confident Preparations
Protects adjacent tooth
Pre-Separation
Protects gingiva
",{},"https://www.safcodental.com/media/catalog/product/f/z/fzuay.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Biodam Latex-Free Dental Dam,Safco Dental,NDFAH,Rubber Dams & Clamps,https://www.safcodental.com/product/biodam-latex-free-dental-dam,$29.99,,In Stock,"The Biodam polyisoprene dental dam isolates specific areas of the mouth during procedures, reduces the risk of infection, and provides comfort to patients.

Uses a specially synthesized version of the natural rubber without the potential allergen of latex proteins.
Formulated&nbsp;to optimize exceptional strength and stretch.
Violet color&nbsp; provides increased contrast to the tooth for better dental photography.
Specially designed for patient comfort
Low Protein.
Powder Free.
100% Polyisoprene.
125mm (5&rdquo; x 5&rdquo;) and 150mm (6&rdquo; x 6&rdquo;) sizes available.
",{},"https://www.safcodental.com/media/catalog/product/n/d/ndfah.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Rubber dam frames - Young,Safco Dental,NDJJH,Rubber Dams & Clamps,https://www.safcodental.com/product/rubber-dam-frames-young,$36.99,,In Stock,Autoclavable.,{},"https://www.safcodental.com/media/catalog/product/n/d/ndjjh.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
MiniDam,Safco Dental,NDFBB,Rubber Dams & Clamps,https://www.safcodental.com/product/minidam,$45.49,,In Stock,Reliable local protection of the proximal regionQuick and easyComfortable for patientsSecure hold without clampsLatex-freeAssists with infiltration treatment,{},"https://www.safcodental.com/media/catalog/product/n/d/ndfbb.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Rubber dam forceps - Premier,Safco Dental,NDJMA,Rubber Dams & Clamps,https://www.safcodental.com/product/rubber-dam-forceps-premier,$120.49,,In Stock,"Designed to make the placement of rubber dams easier.

Made of high-quality stainless steel for durability.
Locking ring holds forceps in any position.
Autoclavable.
",{},"https://www.safcodental.com/media/catalog/product/n/d/ndjma.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Rubber dam frames - Hygenic&reg;,Safco Dental,NDJGG,Rubber Dams & Clamps,https://www.safcodental.com/product/rubber-dam-frames-hygenic-reg,$20.99,,In Stock,"Lightweight metal frames

Contoured.
Hooks provided for safety floss.
Rounded ends for patient comfort and protection.
Autoclavable.


Plastic frames

Contoured.
More points for smoother dam placement.
Radiolucent and autoclavable.


Ostby frame

Unique plastic dam holder molded to the shape of the lower&nbsp;face.
Radiolucent and autoclavable.


",{},"https://www.safcodental.com/media/catalog/product/n/d/ndjgg.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
HYGENIC&reg; Dental Dam Forceps,Safco Dental,NDJMB,Rubber Dams & Clamps,https://www.safcodental.com/product/p-hygenic-sup-reg-sup-dental-dam-forceps-p,$142.99,,In Stock,"High quality forceps&nbsp;ensure a secure transfer and fixation of&nbsp;rubber dam clamps&nbsp;during procedures.

Made of light-weight stainless steel.
Autoclavable or dry heat sterilizable.
",{},"https://www.safcodental.com/media/catalog/product/n/d/ndjmb.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
